"PPTYP","Pension Plan Type","DTYP","Definition Type","CTYP","Contract Type","VAR","Variable","IND","Indicator","COU","Country","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","AUT","Austria","2017","2017","PC","Percentage","0","Units",,,6.035,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","AUT","Austria","2018","2018","PC","Percentage","0","Units",,,5.55,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","BEL","Belgium","2008","2008","PC","Percentage","0","Units",,,3.222,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","BEL","Belgium","2009","2009","PC","Percentage","0","Units",,,3.956,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","BEL","Belgium","2010","2010","PC","Percentage","0","Units",,,3.645,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","BEL","Belgium","2011","2011","PC","Percentage","0","Units",,,4.123,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","BEL","Belgium","2012","2012","PC","Percentage","0","Units",,,4.45,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","BEL","Belgium","2013","2013","PC","Percentage","0","Units",,,5.029,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","BEL","Belgium","2014","2014","PC","Percentage","0","Units",,,5.674,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","BEL","Belgium","2015","2015","PC","Percentage","0","Units",,,5.885,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","BEL","Belgium","2016","2016","PC","Percentage","0","Units",,,6.84,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","BEL","Belgium","2017","2017","PC","Percentage","0","Units",,,7.761,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","BEL","Belgium","2018","2018","PC","Percentage","0","Units",,,6.826,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CAN","Canada","2008","2008","PC","Percentage","0","Units",,,49.761,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CAN","Canada","2009","2009","PC","Percentage","0","Units",,,58.571,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CAN","Canada","2010","2010","PC","Percentage","0","Units",,,62.93,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CAN","Canada","2011","2011","PC","Percentage","0","Units",,,61.698,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CAN","Canada","2012","2012","PC","Percentage","0","Units",,,65.315,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CAN","Canada","2013","2013","PC","Percentage","0","Units",,,70.485,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CAN","Canada","2014","2014","PC","Percentage","0","Units",,,75.455,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CAN","Canada","2015","2015","PC","Percentage","0","Units",,,83.14,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CAN","Canada","2016","2016","PC","Percentage","0","Units",,,85.357,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CAN","Canada","2017","2017","PC","Percentage","0","Units",,,86.106,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CAN","Canada","2018","2018","PC","Percentage","0","Units",,,84.39,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CZE","Czech Republic","2008","2008","PC","Percentage","0","Units",,,4.764,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CZE","Czech Republic","2009","2009","PC","Percentage","0","Units",,,5.492,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CZE","Czech Republic","2010","2010","PC","Percentage","0","Units",,,5.866,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CZE","Czech Republic","2011","2011","PC","Percentage","0","Units",,,6.136,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CZE","Czech Republic","2012","2012","PC","Percentage","0","Units",,,6.729,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CZE","Czech Republic","2013","2013","PC","Percentage","0","Units",,,7.258,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CZE","Czech Republic","2014","2014","PC","Percentage","0","Units",,,7.863,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CZE","Czech Republic","2015","2015","PC","Percentage","0","Units",,,8.118,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CZE","Czech Republic","2016","2016","PC","Percentage","0","Units",,,8.434,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CZE","Czech Republic","2017","2017","PC","Percentage","0","Units",,,8.825,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CZE","Czech Republic","2018","2018","PC","Percentage","0","Units",,,9.171,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","DNK","Denmark","2008","2008","PC","Percentage","0","Units",,,45.754,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","DNK","Denmark","2009","2009","PC","Percentage","0","Units",,,41.695,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","DNK","Denmark","2010","2010","PC","Percentage","0","Units",,,47.925,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","DNK","Denmark","2011","2011","PC","Percentage","0","Units",,,48.076,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","DNK","Denmark","2012","2012","PC","Percentage","0","Units",,,48.187,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","DNK","Denmark","2013","2013","PC","Percentage","0","Units",,,41.149,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","DNK","Denmark","2014","2014","PC","Percentage","0","Units",,,47.073,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","DNK","Denmark","2015","2015","PC","Percentage","0","Units",,,43.734,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","DNK","Denmark","2016","2016","PC","Percentage","0","Units",,,46.458,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","DNK","Denmark","2017","2017","PC","Percentage","0","Units",,,45.651,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","DNK","Denmark","2018","2018","PC","Percentage","0","Units",,,45.271,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","FIN","Finland","2008","2008","PC","Percentage","0","Units",,,58.199,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","FIN","Finland","2009","2009","PC","Percentage","0","Units",,,73.508,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","FIN","Finland","2010","2010","PC","Percentage","0","Units",,,79.132,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","FIN","Finland","2011","2011","PC","Percentage","0","Units",,,42.373,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","FIN","Finland","2012","2012","PC","Percentage","0","Units",,,45.371,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","FIN","Finland","2013","2013","PC","Percentage","0","Units",,,48.374,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","FIN","Finland","2014","2014","PC","Percentage","0","Units",,,50.687,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","FIN","Finland","2015","2015","PC","Percentage","0","Units",,,49.222,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","FIN","Finland","2016","2016","PC","Percentage","0","Units",,,50.963,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","FIN","Finland","2017","2017","PC","Percentage","0","Units",,,52.364,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","FIN","Finland","2018","2018","PC","Percentage","0","Units",,,49.74,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","FRA","France","2008","2008","PC","Percentage","0","Units",,,0.093,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","FRA","France","2009","2009","PC","Percentage","0","Units",,,0.155,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","FRA","France","2010","2010","PC","Percentage","0","Units",,,0.2,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","FRA","France","2011","2011","PC","Percentage","0","Units",,,0.243,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","FRA","France","2012","2012","PC","Percentage","0","Units",,,0.321,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","FRA","France","2013","2013","PC","Percentage","0","Units",,,0.406,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","FRA","France","2014","2014","PC","Percentage","0","Units",,,0.483,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","FRA","France","2015","2015","PC","Percentage","0","Units",,,0.554,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","FRA","France","2016","2016","PC","Percentage","0","Units",,,0.627,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","FRA","France","2017","2017","PC","Percentage","0","Units",,,0.696,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","FRA","France","2018","2018","PC","Percentage","0","Units",,,0.705,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","DEU","Germany","2008","2008","PC","Percentage","0","Units",,,4.646,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","DEU","Germany","2009","2009","PC","Percentage","0","Units",,,5.303,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","DEU","Germany","2010","2010","PC","Percentage","0","Units",,,5.432,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","DEU","Germany","2011","2011","PC","Percentage","0","Units",,,5.516,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","DEU","Germany","2012","2012","PC","Percentage","0","Units",,,6.076,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","DEU","Germany","2013","2013","PC","Percentage","0","Units",,,6.079,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","DEU","Germany","2014","2014","PC","Percentage","0","Units",,,6.621,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","DEU","Germany","2015","2015","PC","Percentage","0","Units",,,6.633,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","DEU","Germany","2016","2016","PC","Percentage","0","Units",,,6.825,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","DEU","Germany","2017","2017","PC","Percentage","0","Units",,,6.893,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","DEU","Germany","2018","2018","PC","Percentage","0","Units",,,6.901,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","GRC","Greece","2008","2008","PC","Percentage","0","Units",,,0.014,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","GRC","Greece","2009","2009","PC","Percentage","0","Units",,,0.019,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","GRC","Greece","2010","2010","PC","Percentage","0","Units",,,0.023,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","GRC","Greece","2011","2011","PC","Percentage","0","Units",,,0.035,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","GRC","Greece","2012","2012","PC","Percentage","0","Units",,,0.045,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","GRC","Greece","2013","2013","PC","Percentage","0","Units",,,0.542,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","GRC","Greece","2014","2014","PC","Percentage","0","Units",,,0.61,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","GRC","Greece","2015","2015","PC","Percentage","0","Units",,,0.64,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","GRC","Greece","2016","2016","PC","Percentage","0","Units",,,0.674,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","GRC","Greece","2017","2017","PC","Percentage","0","Units",,,0.743,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","GRC","Greece","2018","2018","PC","Percentage","0","Units",,,0.749,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","HUN","Hungary","2008","2008","PC","Percentage","0","Units",,,9.441,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","HUN","Hungary","2009","2009","PC","Percentage","0","Units",,,12.912,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","HUN","Hungary","2010","2010","PC","Percentage","0","Units",,,14.562,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","HUN","Hungary","2011","2011","PC","Percentage","0","Units",,,3.747,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","HUN","Hungary","2012","2012","PC","Percentage","0","Units",,,3.86,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","HUN","Hungary","2013","2013","PC","Percentage","0","Units",,,3.926,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","HUN","Hungary","2014","2014","PC","Percentage","0","Units",,,4.01,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","HUN","Hungary","2015","2015","PC","Percentage","0","Units",,,4.018,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","HUN","Hungary","2016","2016","PC","Percentage","0","Units",,,4.227,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","HUN","Hungary","2017","2017","PC","Percentage","0","Units",,,4.294,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","HUN","Hungary","2018","2018","PC","Percentage","0","Units",,,3.924,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","ISL","Iceland","2008","2008","PC","Percentage","0","Units",,,106.257,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","ISL","Iceland","2009","2009","PC","Percentage","0","Units",,,112.383,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","ISL","Iceland","2010","2010","PC","Percentage","0","Units",,,117.834,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","ISL","Iceland","2011","2011","PC","Percentage","0","Units",,,122.22,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","ISL","Iceland","2012","2012","PC","Percentage","0","Units",,,131.48,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","ISL","Iceland","2013","2013","PC","Percentage","0","Units",,,136.825,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","ISL","Iceland","2014","2014","PC","Percentage","0","Units",,,140.667,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","ISL","Iceland","2015","2015","PC","Percentage","0","Units",,,142.798,,
